source	reference	translation
Children learn best when they are interested.	ماشومان غوره زده کوي کله چې دوی علاقه لري.	ماشومان غوره زده کوي کله چې دوی علاقه لري.
Cricket is a popular sport.	کریکټ یوه مشهوره لوبه ده.	کریکټ یوه مشهوره لوبه ده.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
Clear communication prevents misunderstandings.	روښانه اړیکه د ناپوهیو مخه نیسي.	روښانه اړیکه د ناپوهیو مخه نیسي.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
People celebrate festivals with great joy.	خلک د خوښۍ سره جشنونه لمانځي.	خلک د خوښۍ سره جشنونه لمانځي.
The river flows peacefully through the valley.	سیند په دره کې په آرامۍ سره بهیږي.	سیند په دره کې په آرامۍ سره بهیږي.
Traditional music is important for our heritage.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.
The market was crowded with people.	بازار د خلکو سره ډک و.	بازار د خلکو سره ډک و.
She cooked delicious biryani for the family.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.
Spices add flavor to traditional dishes.	مسالې دودیزو خوړلو ته خوند ورکوي.	مسالې دودیزو خوړلو ته خوند ورکوي.
Doctors work long hours to treat patients.	داکتران د ناروغانو درملنې لپاره اوږد ساعتونه کار کوي.	داکتران د ناروغانو درملنې لپاره اوږد ساعتونه کار کوي.
Storytelling preserves culture and knowledge.	کیسه ویل د کلتوري او پوهې ساتنه کوي.	کیسه ویل د کلتوري او پوهې ساتنه کوي.
Online shopping has become popular.	آنلاین پلورلې محبوبه شوې ده.	آنلاین پلورلې محبوبه شوې ده.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Reading books improves vocabulary.	د کتابونو لوستل د لغت ښه والی کوي.	د کتابونو لوستل د لغت ښه والی کوي.
Students gathered in the library.	زده کوونکي په کتابتون کې راټول شول.	زده کوونکي په کتابتون کې راټول شول.
The bus arrived late.	بس ورو ورو راغله.	بس ورو ورو راغله.
The wedding ceremony lasted three days.	د واده مراسم درې ورځې دوام وکړ.	د واده مراسم درې ورځې دوام وکړ.
Handicrafts showcase artistic traditions.	دستي کارونه هنري دودونه ښکاره کوي.	دستي کارونه هنري دودونه ښکاره کوي.
Family members support each other during difficult times.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.
Smartphones have changed how people communicate.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.
Storytelling preserves culture and knowledge.	کیسه ویل د کلتوري او پوهې ساتنه کوي.	کیسه ویل د کلتوري او پوهې ساتنه کوي.
Elderly people share wisdom and stories.	زړون خلک حکمت او کیسې شریکوي.	زړون خلک حکمت او کیسې شریکوي.
Reading books improves vocabulary.	د کتابونو لوستل د لغت ښه والی کوي.	د کتابونو لوستل د لغت ښه والی کوي.
Storytelling preserves culture and knowledge.	کیسه ویل د کلتوري او پوهې ساتنه کوي.	کیسه ویل د کلتوري او پوهې ساتنه کوي.
Respecting elders is an important value.	د زړونو درناوی مهمه ارزښت دی.	د زړونو درناوی مهمه ارزښت دی.
I woke up early this morning.	زه نن سهار وختي پاړ شوم.	زه نن سهار وختي پاړ شوم.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
We decided to visit the old temple.	موږ د پخواني معبد لیدلو پریکړه وکړه.	موږ د پخواني معبد لیدلو پریکړه وکړه.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
Online shopping has become popular.	آنلاین پلورلې محبوبه شوې ده.	آنلاین پلورلې محبوبه شوې ده.
People travel long distances to visit religious sites.	خلک د مذهبي سایټونو لیدلو لپاره اوږد فاصلې سفر کوي.	خلک د مذهبي سایټونو لیدلو لپاره اوږد فاصلې سفر کوي.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
Reading books improves vocabulary.	د کتابونو لوستل د لغت ښه والی کوي.	د کتابونو لوستل د لغت ښه والی کوي.
People celebrate festivals with great joy.	خلک د خوښۍ سره جشنونه لمانځي.	خلک د خوښۍ سره جشنونه لمانځي.
Agriculture remains the primary source of income.	کرهڼه د عاید اصلي سرچینه پاتې ده.	کرهڼه د عاید اصلي سرچینه پاتې ده.
Education opens doors to opportunities.	زده کړه د فرصتونو دروازې خلاصوي.	زده کړه د فرصتونو دروازې خلاصوي.
Cricket is a popular sport.	کریکټ یوه مشهوره لوبه ده.	کریکټ یوه مشهوره لوبه ده.
The market was crowded with people.	بازار د خلکو سره ډک و.	بازار د خلکو سره ډک و.
Pollution in cities has become a serious problem.	په ښارونو کې ککړتیا یوه سخت ستونزه شوې ده.	په ښارونو کې ککړتیا یوه سخت ستونزه شوې ده.
Family members support each other during difficult times.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.
The professor wrote equations on the blackboard.	پروفیسور په تختې کې معادلې ولیکلې.	پروفیسور په تختې کې معادلې ولیکلې.
Agriculture remains the primary source of income.	کرهڼه د عاید اصلي سرچینه پاتې ده.	کرهڼه د عاید اصلي سرچینه پاتې ده.
Cooking together brings family members closer.	یوځای پخول د کورنۍ غړو ته نږدې راولي.	یوځای پخول د کورنۍ غړو ته نږدې راولي.
Handicrafts showcase artistic traditions.	دستي کارونه هنري دودونه ښکاره کوي.	دستي کارونه هنري دودونه ښکاره کوي.
Reading books improves vocabulary.	د کتابونو لوستل د لغت ښه والی کوي.	د کتابونو لوستل د لغت ښه والی کوي.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
The forest is home to many wild animals.	ځنګل د ډیرو وحشي حیواناتو کور دی.	ځنګل د ډیرو وحشي حیواناتو کور دی.
My grandmother told me stories.	زما نیا ما ماته کیسې وړې.	زما نیا ما ماته کیسې وړې.
Regular exercise helps maintain good health.	منظم تمرین د ښه روغتیا ساتلو کې مرسته کوي.	منظم تمرین د ښه روغتیا ساتلو کې مرسته کوي.
Farmers planted rice in the flooded fields.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.
Birds were chirping in the trees.	مرغۍ په ونو کې چغېدلې.	مرغۍ په ونو کې چغېدلې.
Train journeys offer scenic views.	د اورګاډو سفرونه د مناظرو لید ورکوي.	د اورګاډو سفرونه د مناظرو لید ورکوي.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
Education opens doors to opportunities.	زده کړه د فرصتونو دروازې خلاصوي.	زده کړه د فرصتونو دروازې خلاصوي.
Train journeys offer scenic views.	د اورګاډو سفرونه د مناظرو لید ورکوي.	د اورګاډو سفرونه د مناظرو لید ورکوي.
Spices add flavor to traditional dishes.	مسالې دودیزو خوړلو ته خوند ورکوي.	مسالې دودیزو خوړلو ته خوند ورکوي.
Doctors work long hours to treat patients.	داکتران د ناروغانو درملنې لپاره اوږد ساعتونه کار کوي.	داکتران د ناروغانو درملنې لپاره اوږد ساعتونه کار کوي.
Traditional music is important for our heritage.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.
Family members support each other during difficult times.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.
Doctors recommend drinking plenty of water.	داکتران د ډیرو اوبو څښل وړاندیز کوي.	داکتران د ډیرو اوبو څښل وړاندیز کوي.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Storytelling preserves culture and knowledge.	کیسه ویل د کلتوري او پوهې ساتنه کوي.	کیسه ویل د کلتوري او پوهې ساتنه کوي.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
She cooked delicious biryani for the family.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.
Traditional music is important for our heritage.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.
Cooking together brings family members closer.	یوځای پخول د کورنۍ غړو ته نږدې راولي.	یوځای پخول د کورنۍ غړو ته نږدې راولي.
Regular exercise helps maintain good health.	منظم تمرین د ښه روغتیا ساتلو کې مرسته کوي.	منظم تمرین د ښه روغتیا ساتلو کې مرسته کوي.
Sports teach teamwork and discipline.	لوبې د ټیم کار او نظم زده کوي.	لوبې د ټیم کار او نظم زده کوي.
The professor wrote equations on the blackboard.	پروفیسور په تختې کې معادلې ولیکلې.	پروفیسور په تختې کې معادلې ولیکلې.
My grandmother told me stories.	زما نیا ما ماته کیسې وړې.	زما نیا ما ماته کیسې وړې.
Sports teach teamwork and discipline.	لوبې د ټیم کار او نظم زده کوي.	لوبې د ټیم کار او نظم زده کوي.
Children were playing cricket in the street.	ماشومان په سړک کې کریکټ لوبېدل.	ماشومان په سړک کې کریکټ لوبېدل.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
Spices add flavor to traditional dishes.	مسالې دودیزو خوړلو ته خوند ورکوي.	مسالې دودیزو خوړلو ته خوند ورکوي.
The river flows peacefully through the valley.	سیند په دره کې په آرامۍ سره بهیږي.	سیند په دره کې په آرامۍ سره بهیږي.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
We decided to visit the old temple.	موږ د پخواني معبد لیدلو پریکړه وکړه.	موږ د پخواني معبد لیدلو پریکړه وکړه.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Train journeys offer scenic views.	د اورګاډو سفرونه د مناظرو لید ورکوي.	د اورګاډو سفرونه د مناظرو لید ورکوي.
I woke up early this morning.	زه نن سهار وختي پاړ شوم.	زه نن سهار وختي پاړ شوم.
My grandmother told me stories.	زما نیا ما ماته کیسې وړې.	زما نیا ما ماته کیسې وړې.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Elderly people share wisdom and stories.	زړون خلک حکمت او کیسې شریکوي.	زړون خلک حکمت او کیسې شریکوي.
She walked slowly through the garden.	هغې په باغ کې ورو ورو تېره شوه.	هغې په باغ کې ورو ورو تېره شوه.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Train journeys offer scenic views.	د اورګاډو سفرونه د مناظرو لید ورکوي.	د اورګاډو سفرونه د مناظرو لید ورکوي.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
My grandmother told me stories.	زما نیا ما ماته کیسې وړې.	زما نیا ما ماته کیسې وړې.
Farmers wake up early to tend to crops.	کرهڼه کونکي د محصولاتو پاملرنې لپاره وختي پاړ کېږي.	کرهڼه کونکي د محصولاتو پاملرنې لپاره وختي پاړ کېږي.
Family members support each other during difficult times.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.	د کورنۍ غړي د ستونزمنو وختونو کې یو بل ساتنه کوي.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
Farmers planted rice in the flooded fields.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.
She received a scholarship to study medicine.	هغې د طب زده کړې لپاره بورسیه ترلاسه کړه.	هغې د طب زده کړې لپاره بورسیه ترلاسه کړه.
Children learn best when they are interested.	ماشومان غوره زده کوي کله چې دوی علاقه لري.	ماشومان غوره زده کوي کله چې دوی علاقه لري.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
Learning a new language requires practice.	د نوې ژبې زده کړه تمرین ته اړتیا لري.	د نوې ژبې زده کړه تمرین ته اړتیا لري.
The forest is home to many wild animals.	ځنګل د ډیرو وحشي حیواناتو کور دی.	ځنګل د ډیرو وحشي حیواناتو کور دی.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
She walked slowly through the garden.	هغې په باغ کې ورو ورو تېره شوه.	هغې په باغ کې ورو ورو تېره شوه.
Cooking together brings family members closer.	یوځای پخول د کورنۍ غړو ته نږدې راولي.	یوځای پخول د کورنۍ غړو ته نږدې راولي.
The professor wrote equations on the blackboard.	پروفیسور په تختې کې معادلې ولیکلې.	پروفیسور په تختې کې معادلې ولیکلې.
The market was crowded with people.	بازار د خلکو سره ډک و.	بازار د خلکو سره ډک و.
I woke up early this morning.	زه نن سهار وختي پاړ شوم.	زه نن سهار وختي پاړ شوم.
Online shopping has become popular.	آنلاین پلورلې محبوبه شوې ده.	آنلاین پلورلې محبوبه شوې ده.
The bus arrived late.	بس ورو ورو راغله.	بس ورو ورو راغله.
Traditional music is important for our heritage.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.	دودیز موسیقي زموږ د میراث لپاره مهمه ده.
The internet connects people across continents.	انټرنیټ د براعظمونو په اوږدو کې خلک سره نښلوي.	انټرنیټ د براعظمونو په اوږدو کې خلک سره نښلوي.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
The wedding ceremony lasted three days.	د واده مراسم درې ورځې دوام وکړ.	د واده مراسم درې ورځې دوام وکړ.
Reading books improves vocabulary.	د کتابونو لوستل د لغت ښه والی کوي.	د کتابونو لوستل د لغت ښه والی کوي.
People travel long distances to visit religious sites.	خلک د مذهبي سایټونو لیدلو لپاره اوږد فاصلې سفر کوي.	خلک د مذهبي سایټونو لیدلو لپاره اوږد فاصلې سفر کوي.
Spices add flavor to traditional dishes.	مسالې دودیزو خوړلو ته خوند ورکوي.	مسالې دودیزو خوړلو ته خوند ورکوي.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
The internet connects people across continents.	انټرنیټ د براعظمونو په اوږدو کې خلک سره نښلوي.	انټرنیټ د براعظمونو په اوږدو کې خلک سره نښلوي.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
Children were playing cricket in the street.	ماشومان په سړک کې کریکټ لوبېدل.	ماشومان په سړک کې کریکټ لوبېدل.
She cooked delicious biryani for the family.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.
Pollution in cities has become a serious problem.	په ښارونو کې ککړتیا یوه سخت ستونزه شوې ده.	په ښارونو کې ککړتیا یوه سخت ستونزه شوې ده.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
The river flows peacefully through the valley.	سیند په دره کې په آرامۍ سره بهیږي.	سیند په دره کې په آرامۍ سره بهیږي.
She cooked delicious biryani for the family.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.
Children were playing cricket in the street.	ماشومان په سړک کې کریکټ لوبېدل.	ماشومان په سړک کې کریکټ لوبېدل.
Children learn best when they are interested.	ماشومان غوره زده کوي کله چې دوی علاقه لري.	ماشومان غوره زده کوي کله چې دوی علاقه لري.
My grandmother told me stories.	زما نیا ما ماته کیسې وړې.	زما نیا ما ماته کیسې وړې.
The river flows peacefully through the valley.	سیند په دره کې په آرامۍ سره بهیږي.	سیند په دره کې په آرامۍ سره بهیږي.
Handicrafts showcase artistic traditions.	دستي کارونه هنري دودونه ښکاره کوي.	دستي کارونه هنري دودونه ښکاره کوي.
Reading books improves vocabulary.	د کتابونو لوستل د لغت ښه والی کوي.	د کتابونو لوستل د لغت ښه والی کوي.
Students gathered in the library.	زده کوونکي په کتابتون کې راټول شول.	زده کوونکي په کتابتون کې راټول شول.
Clear communication prevents misunderstandings.	روښانه اړیکه د ناپوهیو مخه نیسي.	روښانه اړیکه د ناپوهیو مخه نیسي.
Pollution in cities has become a serious problem.	په ښارونو کې ککړتیا یوه سخت ستونزه شوې ده.	په ښارونو کې ککړتیا یوه سخت ستونزه شوې ده.
She walked slowly through the garden.	هغې په باغ کې ورو ورو تېره شوه.	هغې په باغ کې ورو ورو تېره شوه.
We decided to visit the old temple.	موږ د پخواني معبد لیدلو پریکړه وکړه.	موږ د پخواني معبد لیدلو پریکړه وکړه.
Smartphones have changed how people communicate.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.
Farmers planted rice in the flooded fields.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.
The bus arrived late.	بس ورو ورو راغله.	بس ورو ورو راغله.
Birds were chirping in the trees.	مرغۍ په ونو کې چغېدلې.	مرغۍ په ونو کې چغېدلې.
The school organized a science fair.	ښوونځي د ساینس نندارې تنظیم کړه.	ښوونځي د ساینس نندارې تنظیم کړه.
Teachers shape young minds.	استادان د ځوان ذهنونو شکل ورکوي.	استادان د ځوان ذهنونو شکل ورکوي.
She received a scholarship to study medicine.	هغې د طب زده کړې لپاره بورسیه ترلاسه کړه.	هغې د طب زده کړې لپاره بورسیه ترلاسه کړه.
Handicrafts showcase artistic traditions.	دستي کارونه هنري دودونه ښکاره کوي.	دستي کارونه هنري دودونه ښکاره کوي.
Parents sacrifice their own needs for children.	والدین د ماشومانو لپاره خپل اړتیاوې قربان کوي.	والدین د ماشومانو لپاره خپل اړتیاوې قربان کوي.
The wedding ceremony lasted three days.	د واده مراسم درې ورځې دوام وکړ.	د واده مراسم درې ورځې دوام وکړ.
The wedding ceremony lasted three days.	د واده مراسم درې ورځې دوام وکړ.	د واده مراسم درې ورځې دوام وکړ.
She cooked delicious biryani for the family.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.	هغې د کورنۍ لپاره خوندور بریاني پخ کړه.
The school organized a science fair.	ښوونځي د ساینس نندارې تنظیم کړه.	ښوونځي د ساینس نندارې تنظیم کړه.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
Small businesses create employment opportunities.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.	کوچني سوداګرۍ د دندو فرصتونه رامنځته کوي.
Farmers planted rice in the flooded fields.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.
Farmers planted rice in the flooded fields.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.	کرهڼه کونکي د اوبو لاندې کروندو کې وريجې وکړې.
Respecting elders is an important value.	د زړونو درناوی مهمه ارزښت دی.	د زړونو درناوی مهمه ارزښت دی.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Regular exercise helps maintain good health.	منظم تمرین د ښه روغتیا ساتلو کې مرسته کوي.	منظم تمرین د ښه روغتیا ساتلو کې مرسته کوي.
Respecting elders is an important value.	د زړونو درناوی مهمه ارزښت دی.	د زړونو درناوی مهمه ارزښت دی.
Online shopping has become popular.	آنلاین پلورلې محبوبه شوې ده.	آنلاین پلورلې محبوبه شوې ده.
I woke up early this morning.	زه نن سهار وختي پاړ شوم.	زه نن سهار وختي پاړ شوم.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Storytelling preserves culture and knowledge.	کیسه ویل د کلتوري او پوهې ساتنه کوي.	کیسه ویل د کلتوري او پوهې ساتنه کوي.
The teacher explained the lesson patiently.	استاد صبر سره درس تشریح کړ.	استاد صبر سره درس تشریح کړ.
After finishing his work, he sat down.	د خپل کار پای ته رسولو وروسته، ناست شو.	د خپل کار پای ته رسولو وروسته، ناست شو.
The bus arrived late.	بس ورو ورو راغله.	بس ورو ورو راغله.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Children learn best when they are interested.	ماشومان غوره زده کوي کله چې دوی علاقه لري.	ماشومان غوره زده کوي کله چې دوی علاقه لري.
The internet connects people across continents.	انټرنیټ د براعظمونو په اوږدو کې خلک سره نښلوي.	انټرنیټ د براعظمونو په اوږدو کې خلک سره نښلوي.
Respecting elders is an important value.	د زړونو درناوی مهمه ارزښت دی.	د زړونو درناوی مهمه ارزښت دی.
People celebrate festivals with great joy.	خلک د خوښۍ سره جشنونه لمانځي.	خلک د خوښۍ سره جشنونه لمانځي.
Clear communication prevents misunderstandings.	روښانه اړیکه د ناپوهیو مخه نیسي.	روښانه اړیکه د ناپوهیو مخه نیسي.
Children learn best when they are interested.	ماشومان غوره زده کوي کله چې دوی علاقه لري.	ماشومان غوره زده کوي کله چې دوی علاقه لري.
Cooking together brings family members closer.	یوځای پخول د کورنۍ غړو ته نږدې راولي.	یوځای پخول د کورنۍ غړو ته نږدې راولي.
Cooking together brings family members closer.	یوځای پخول د کورنۍ غړو ته نږدې راولي.	یوځای پخول د کورنۍ غړو ته نږدې راولي.
The teacher explained the lesson patiently.	استاد صبر سره درس تشریح کړ.	استاد صبر سره درس تشریح کړ.
Smartphones have changed how people communicate.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.
Smartphones have changed how people communicate.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.	سمارټ فونونو د خلکو د اړیکو لاره بدله کړې ده.
Storytelling preserves culture and knowledge.	کیسه ویل د کلتوري او پوهې ساتنه کوي.	کیسه ویل د کلتوري او پوهې ساتنه کوي.
Tea is served to guests as a gesture of hospitality.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.	د مېلمانو د مېلمستیا د نښې په توګه چای وړاندې کیږي.
Education opens doors to opportunities.	زده کړه د فرصتونو دروازې خلاصوي.	زده کړه د فرصتونو دروازې خلاصوي.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
We decided to visit the old temple.	موږ د پخواني معبد لیدلو پریکړه وکړه.	موږ د پخواني معبد لیدلو پریکړه وکړه.
Digital payments have made transactions faster.	ډیجیټل تادیاتو معاملات ګړندي کړي دي.	ډیجیټل تادیاتو معاملات ګړندي کړي دي.
Learning a new language requires practice.	د نوې ژبې زده کړه تمرین ته اړتیا لري.	د نوې ژبې زده کړه تمرین ته اړتیا لري.
Train journeys offer scenic views.	د اورګاډو سفرونه د مناظرو لید ورکوي.	د اورګاډو سفرونه د مناظرو لید ورکوي.
Train journeys offer scenic views.	د اورګاډو سفرونه د مناظرو لید ورکوي.	د اورګاډو سفرونه د مناظرو لید ورکوي.
The professor wrote equations on the blackboard.	پروفیسور په تختې کې معادلې ولیکلې.	پروفیسور په تختې کې معادلې ولیکلې.
The river flows peacefully through the valley.	سیند په دره کې په آرامۍ سره بهیږي.	سیند په دره کې په آرامۍ سره بهیږي.
Eating fresh fruits provides essential vitamins.	د تازه میوو خوړل اړین ویتامینونه برابروي.	د تازه میوو خوړل اړین ویتامینونه برابروي.
Birds were chirping in the trees.	مرغۍ په ونو کې چغېدلې.	مرغۍ په ونو کې چغېدلې.
The wedding ceremony lasted three days.	د واده مراسم درې ورځې دوام وکړ.	د واده مراسم درې ورځې دوام وکړ.
